Title	URL	Published_Date
It’s Prime Day 2025 part two, and here are the best deals we could find	https://arstechnica.com/shopping/2025/10/its-prime-day-2025-part-two-and-here-are-the-best-deals-we-could-find/	2025/10/07
The Trump administration may cut funding for two major direct-air capture plants	https://www.technologyreview.com/2025/10/07/1125207/the-us-is-set-to-cancel-funding-for-two-major-direct-air-capture-plants/	2025/10/07
AI toys are all the rage in China—and now they’re appearing on shelves in the US too	https://www.technologyreview.com/2025/10/07/1125191/ai-toys-in-china/	2025/10/07
The Download: extracting lithium, and what we still don’t know about Sora	https://www.technologyreview.com/2025/10/07/1125075/the-download-extracting-lithium-and-what-we-still-dont-know-about-sora/	2025/10/07
The three big unanswered questions about Sora	https://www.technologyreview.com/2025/10/07/1124998/the-three-big-unanswered-questions-about-sora/	2025/10/07
This company is planning a lithium empire from the shores of the Great Salt Lake	https://www.technologyreview.com/2025/10/07/1125060/this-company-is-planning-a-lithium-empire-from-the-shores-of-the-great-salt-lake/	2025/10/07
OpenAI Sneezes, and Software Firms Catch a Cold	https://www.wired.com/story/openai-chatgpt-docusign-saas-market/	2025/10/07
The Future of AI Isn't Just Slop	https://www.wired.com/story/the-future-of-ai-media-parody-of-the-apocalypse-guy-named-josh/	2025/10/07
Im shocked at how good Amazons Kindle deals are — get Kindles for $84.99	https://mashable.com/article/best-oct-prime-day-kindle-deals-2025-day-2	2025/10/08
We found 11 of the best iPad deals live for October Prime Day	https://mashable.com/article/best-oct-prime-day-ipad-deals-2025-day-2	2025/10/08
Best AirPods deals to buy for October Prime Day, including AirPods 4 and Max	https://mashable.com/article/best-oct-prime-day-airpods-deals-2025-day-2	2025/10/08
30+ Apple products are on sale for record lows this October Prime Day — including Apple Watches	https://mashable.com/article/best-october-prime-day-apple-deals-2025-day-2	2025/10/08
The 22 best October Prime Day tech deals, hand-selected by a tech editor	https://mashable.com/article/best-oct-prime-day-tech-deals-2025-day-2	2025/10/08
200+ October Prime Day deals: Save on Apple, Samsung, Sony and Lego	https://mashable.com/article/amazon-october-prime-day-deals-2025-day-2	2025/10/08
October Prime Day 2025: Live updates on the top deals	https://mashable.com/live/october-prime-day-live-updates-2025-day-2	2025/10/08
The 22 best October Prime Day tech deals, hand-picked by a tech editor	https://mashable.com/article/oct-prime-day-tech-deals-2025	2025/10/08
30+ Apple products are on sale for record lows this October Prime Day — including the new Apple Watches	https://mashable.com/article/amazon-oct-prime-day-apple-deals-2025	2025/10/08
October Prime Day 2025: Live updates on the top deals	https://mashable.com/live/october-prime-day-live-updates-2025	2025/10/08
200+ October Prime Day deals: Save on Apple, Sony, Samsung, and Lego	https://mashable.com/article/amazon-oct-prime-day-deals-2025	2025/10/08
The Nothing CMF Watch 3 Pro is back down to a record-low price for October Prime Day	https://mashable.com/article/oct-prime-day-deal-2025-nothing-cmf-watch-3-pro	2025/10/08
The best October Prime Day Echo deals: Shop the Echo Buds and Echo Hub	https://mashable.com/article/best-oct-prime-day-echo-deals-2025	2025/10/08
Somehow, Amazon Fire Tablets are starting at $54 for Prime Day	https://mashable.com/article/october-prime-day-fire-tablet-deals-2025	2025/10/08
25 of the best Samsung deals during Prime Big Deal Days	https://mashable.com/article/oct-prime-day-samsung-deals-2025	2025/10/08
Prime Day tablet deals are here, and were seeing some of the best prices since Black Friday	https://mashable.com/article/oct-prime-day-tablet-deals	2025/10/08
Add a 4TB SSD to your M4 Mac mini for less than $300 on Prime Day	https://mashable.com/article/oct-prime-day-deal-2025-satechi-mac-mini-m4-hub-samsung-990-evo-plus-ssd	2025/10/08
The DJI Mic Mini is down to its lowest price ever for Prime Big Deal Days	https://mashable.com/article/oct-prime-day-deal-2025-dji-mic-mini	2025/10/08
Best AirPods deals to buy now for October Prime Day, including AirPods 4 and Max	https://mashable.com/article/oct-prime-day-airpods-deals-2025	2025/10/07
Samsungs Frame TV is half off for October Prime Day	https://mashable.com/deals/oct-prime-day-deal-2025-samsung-frame-tv	2025/10/07
The best Prime Day deals under $25 to treat yourself (without feeling guilty)	https://mashable.com/article/october-prime-day-deals-under-25	2025/10/07
The 35 best Christmas gifts for the 2025 holiday season, hand-picked by our product reviewers	https://mashable.com/article/best-christmas-gifts	2025/10/07
Best Prime Big Deal Days deals under $50 available now	https://mashable.com/article/october-prime-day-deals-under-50	2025/10/07
Amazons October Prime Day MacBook deals are even better than they were in July	https://mashable.com/article/oct-prime-day-macbook-deals-2025	2025/10/07
I wait all year for these 25+ classic Prime Day deals	https://mashable.com/article/classic-prime-day-deals-oct-2025	2025/10/07
How to find a good drone deal for Prime Day (and avoid sketchy ones)	https://mashable.com/article/october-prime-day-drone-deals-2025	2025/10/07
55 deals from Best Buys Techtober Sale that match or beat Amazons Prime Day offers	https://mashable.com/article/best-buy-techtober-sale-october-prime-day-2025-day-1	2025/10/07
Get a 75-inch QLED TV for $399.99 for October Prime Day, plus other great deals on TV brands are live	https://mashable.com/article/amazon-oct-prime-day-tv-deals-2025	2025/10/07
30 best noise-cancelling headphones deals: Shop Sony, Apple, and Bose on sale for October Prime Day	https://mashable.com/article/best-oct-prime-day-noise-cancelling-headphones-deals	2025/10/07
The Anker Solix C1000 portable power station is at a record-low price for Prime Day	https://mashable.com/deals/oct-prime-day-deal-2025-anker-solix-portable-power-station	2025/10/07
Are you 18 to 24? You can get 6 months of Amazon Prime for 0 dollars.	https://mashable.com/article/oct-07-prime-day-prime-for-young-adults-deal	2025/10/07
Amazon is practically giving away Beats Pill speakers: Grab em for $50	https://mashable.com/article/oct-prime-day-deal-2025-beats-pill	2025/10/07
The best October Prime Day speaker deals include some Mashable favorites	https://mashable.com/article/oct-prime-day-speaker-deals-2025	2025/10/07
The Apple Watch SE 3 is now just $239 — a record low for Prime members	https://mashable.com/article/oct-prime-day-deal-2025-apple-watch-se-3	2025/10/07
Major clue signals MacBook Pro and iPad Pro devices arriving soon	https://mashable.com/article/apple-clue-new-macbook-pro-ipad-pro-on-the-way-inventory	2025/10/07
Amazon just dropped a lightning deal on the Bose QuietComfort Ultras — bringing them under $300 for the first time	https://mashable.com/article/oct-prime-day-deal-2025-bose-quietcomfort-ultra	2025/10/07
Prime Day steal alert: Beats Studio Buds are just $79.95 and selling fast	https://mashable.com/article/oct-07-beats-studio-buds-prime-day-deal	2025/10/07
Google’s Nano Banana might expand across your phone soon	https://mashable.com/article/google-nano-banana-expand-phone	2025/10/07
iOS 26.1 beta 2 now available: Heres everything new and how to download it	https://mashable.com/article/apple-ios-26-1-beta-how-to-download-whats-new	2025/10/07
Fitness tracker deals are popping off on October Prime Day	https://mashable.com/article/best-october-prime-day-fitness-tracker-deals-2025	2025/10/07
The top 21 headphones deals to shop during October Prime Day 2025	https://mashable.com/article/oct-prime-day-headphones-deals-2025	2025/10/07
Last chance: Sony WH-1000XM4 headphones are only $188, an all-time low price	https://mashable.com/article/sony-wh-1000xm4-headphones-prime-day-deal	2025/10/07
Walmart has major deals up to 75% off starting today — yes, the same time as Prime Day	https://mashable.com/article/walmart-prime-day-deals-october-2025	2025/10/07
3i Robot vacuum and mops are up to 40% off for October Prime Day	https://mashable.com/article/oct-prime-day-3i-robot-vacuum-deals-2025	2025/10/07
Mashables favorite portable power stations are 50% off for October Prime Day	https://mashable.com/article/oct-prime-day-power-station-deals-2025	2025/10/07
The best Apple Watch deals for Prime Day include one of the best Apple Watch deals weve seen this year	https://mashable.com/article/oct-prime-day-apple-watch-deals-2025	2025/10/07
We tracked down 11 of the best iPad deals live for October Prime Day	https://mashable.com/article/oct-prime-day-ipad-deals-2025	2025/10/07
Sony’s WH-1000XM6 headphones score a Prime Day deal worth tuning into	https://mashable.com/article/october-prime-day-sony-xm6-headphones-deal	2025/10/07
Heres a Star Wars Lego deal thats very strong with the Force on October Prime Day — 30% off these rebel spaceships	https://mashable.com/article/october-prime-day-deal-2025-star-wars-ghost-phantom-lego	2025/10/07
Im shocked at how good Amazons Kindle deals are — get Kindles starting at $84.99	https://mashable.com/article/best-oct-prime-day-kindle-deals-2025	2025/10/07
These October Prime Day earbuds deals are giving the July sale a run for its money	https://mashable.com/article/oct-prime-day-earbuds-deals-2025	2025/10/07
Prime members can save big on the Samsung Galaxy Buds FE during Prime Big Deal Days	https://mashable.com/article/oct-prime-day-deal-2025-samsung-galaxy-buds-fe	2025/10/07
Amazon devices are beating their July prices during October Prime Day: Save on Fire Tablets, Blink doorbells	https://mashable.com/article/oct-prime-day-amazon-device-deals-2025	2025/10/07
The orb-like Ocean-2 turns wave power into renewable energy	https://mashable.com/video/ocean-2-wave-power-converter	2025/10/07
Samsungs Galaxy Watch 8 drops to its lowest-ever price for Prime members during October Prime Day	https://mashable.com/article/oct-prime-day-deal-2025-samsung-galaxy-watch-8	2025/10/07
The best Bluetooth tracker deals to shop during October Prime Day	https://mashable.com/article/best-oct-prime-day-bluetooth-tracker-deals-2025	2025/10/07
The best October Prime Day unlocked phone deals to shop now	https://mashable.com/article/best-oct-prime-day-unlocked-phone-deals-2025	2025/10/07
Save $1,200 on beastly Anker Solix F2000 portable power station for October Prime Day	https://mashable.com/article/oct-prime-day-deal-2025-anker-solix-f2000	2025/10/07
Turn everyday photos into pro-level shots with this $20 lifetime tool	https://mashable.com/article/oct-7-luminar-mobile-for-ios-lifetime-subscription	2025/10/07
Own Microsoft Office apps for just $5 each with this deal	https://mashable.com/article/oct-7-microsoft-office-professional-2021-for-windows	2025/10/07
Invest $60 in this lifetime tool and stand out in the job market	https://mashable.com/article/oct-7-resumeinventor-all-access-plan-lifetime-subscription	2025/10/07
I dug up the best October Prime Day laptop deals: These models are worth buying	https://mashable.com/article/oct-prime-day-laptop-deals-2025	2025/10/07
The Apple Watch 10 is back at its lowest-ever price for Amazon Prime Big Deal Days	https://mashable.com/article/oct-prime-day-deal-2025-apple-watch-10	2025/10/07
The Roku Smart TV 2025 is at its lowest-ever price for Prime Big Deal Days - save $700	https://mashable.com/article/oct-prime-day-deal-2025-roku-smart-tv	2025/10/07
Apple AirPods Pro 3 vs. Bose QuietComfort Ultra Earbuds 2	https://mashable.com/comparison/apple-airpods-pro-3-vs-bose-qc-ultra-earbuds-2	2025/10/07
October Prime Day 2025: Live updates on the top early deals	https://mashable.com/live/october-prime-day-updates-2025	2025/10/07
The best Prime Day DJI deals are here — and you should buy them while you can	https://mashable.com/article/oct-prime-day-dji-deals-2025	2025/10/07
The best Prime Day camera and drone deals: Get up to 41 percent off gear from DJI, Canon, Sony and others	https://www.engadget.com/cameras/the-best-prime-day-camera-and-drone-deals-get-up-to-41-percent-off-gear-from-dji-canon-sony-and-others-073852143.html?src=rss	2025/10/08
Google Search AI Mode is now available in more languages and regions	https://www.engadget.com/ai/google-search-ai-mode-is-now-available-in-more-languages-and-regions-043540278.html?src=rss	2025/10/08
The best Amazon deals on Kindles, Echo speakers, Fire TV devices and more for Prime Day	https://www.engadget.com/deals/the-best-amazon-deals-on-kindles-echo-speakers-fire-tv-devices-and-more-for-prime-day-081210730.html?src=rss	2025/10/08
Prime Day Lego deals: Get up to 30 percent off Star Wars and Super Mario sets	https://www.engadget.com/deals/prime-day-lego-deals-get-up-to-30-percent-off-star-wars-and-super-mario-sets-121513345.html?src=rss	2025/10/08
The best Prime Day SSD deals: Save on gear from Samsung, SanDisk, Crucial and others	https://www.engadget.com/deals/the-best-prime-day-ssd-deals-save-on-gear-from-samsung-sandisk-crucial-and-others-170039457.html?src=rss	2025/10/08
We found the best Prime Day Anker deals on power banks, wireless chargers and other accessories	https://www.engadget.com/deals/we-found-the-best-prime-day-anker-deals-on-power-banks-wireless-chargers-and-other-accessories-164536745.html?src=rss	2025/10/08
The best Prime Day vacuum deals: Save on machines from iRobot, Shark, Dyson and others	https://www.engadget.com/deals/the-best-prime-day-vacuum-deals-save-on-machines-from-irobot-shark-dyson-and-others-151504087.html?src=rss	2025/10/08
Amazon Prime Day tech deals under $25: Save on Blink, Anker, Roku and Fire TV	https://www.engadget.com/deals/amazon-prime-day-tech-deals-under-25-save-on-blink-anker-roku-and-fire-tv-084136589.html?src=rss	2025/10/08
The best Amazon Prime Day deals under $50 include sales from Anker, Ring, Lego, Roku and others	https://www.engadget.com/deals/the-best-amazon-prime-day-deals-under-50-include-sales-from-anker-ring-lego-roku-and-others-120531317.html?src=rss	2025/10/08
Best Amazon Prime Day laptop deals: Discounts on machines from Apple, Lenovo, Dell, HP and more	https://www.engadget.com/deals/best-amazon-prime-day-laptop-deals-discounts-on-machines-from-apple-lenovo-dell-hp-and-more-130507738.html?src=rss	2025/10/08
The best Prime Day speaker deals: JBL, Bose, Ultimate Ears and more	https://www.engadget.com/audio/speakers/the-best-prime-day-speaker-deals-jbl-bose-ultimate-ears-and-more-070038290.html?src=rss	2025/10/07
The best Prime Day kitchen deals include up to 50 percent off our favorite Instant Pots, blenders and more	https://www.engadget.com/deals/the-best-prime-day-kitchen-deals-include-up-to-50-percent-off-our-favorite-instant-pots-blenders-and-more-193009814.html?src=rss	2025/10/07
Prime Day TV deals: Save up to $500 on sets from Samsung, LG, Sony and more	https://www.engadget.com/deals/prime-day-tv-deals-save-up-to-500-on-sets-from-samsung-lg-sony-and-more-180051945.html?src=rss	2025/10/07
My beloved Dyson AM09 heater and fan is 40 percent off for Prime Day	https://www.engadget.com/deals/my-beloved-dyson-am09-heater-and-fan-is-40-percent-off-for-prime-day-223428328.html?src=rss	2025/10/07
The best October Prime Day gaming deals: Save on PS5 games, headsets, controllers and more	https://www.engadget.com/deals/the-best-october-prime-day-gaming-deals-save-on-ps5-games-headsets-controllers-and-more-082623558.html?src=rss	2025/10/07
Sennheiser's HDB 630 headphones combine wireless convenience with wired lossless audio	https://www.engadget.com/audio/headphones/sennheisers-hdb-630-headphones-combine-wireless-convenience-with-wired-lossless-audio-220000711.html?src=rss	2025/10/07
Tesla's stripped-back standard models bring the Model 3 and Y back under $40,000	https://www.engadget.com/teslas-stripped-back-standard-models-bring-the-model-3-and-y-back-under-40k-205012564.html?src=rss	2025/10/07
The Beats Studio Pro are on sale for $170 this Prime Day	https://www.engadget.com/deals/the-beats-studio-pro-are-on-sale-for-170-this-prime-day-113043590.html?src=rss	2025/10/07
Prime Day Kindle deals include the Colorsoft for a record-low $200	https://www.engadget.com/deals/prime-day-kindle-deals-include-the-colorsoft-for-a-record-low-200-093010883.html?src=rss	2025/10/07
The Bose QuietComfort Ultra headphones are $100 off for Prime Day	https://www.engadget.com/deals/the-bose-quietcomfort-ultra-headphones-are-100-off-for-prime-day-123043790.html?src=rss	2025/10/07
Google's Michel Devoret is one of the 2025 winners of the Nobel Prize in Physics	https://www.engadget.com/science/googles-michel-devoret-is-one-of-the-2025-winners-of-the-nobel-prize-in-physics-192226450.html?src=rss	2025/10/07
The best fast chargers for 2025	https://www.engadget.com/computing/accessories/best-fast-chargers-140011033.html?src=rss	2025/10/07
Prime Day Bluetooth speaker deals include the Beats Pill at a record-low price	https://www.engadget.com/deals/prime-day-bluetooth-speaker-deals-include-the-beats-pill-at-a-record-low-price-114554429.html?src=rss	2025/10/07
Google's Pixel Buds Pro 2 are cheaper than ever for Prime Day	https://www.engadget.com/deals/googles-pixel-buds-pro-2-are-cheaper-than-ever-for-prime-day-130038433.html?src=rss	2025/10/07
Get $200 off the Samsung Galaxy S25 for Prime Day	https://www.engadget.com/deals/get-200-off-the-samsung-galaxy-s25-for-prime-day-100037363.html?src=rss	2025/10/07
ICE spent $825K this year on vehicles with IMSI catchers	https://www.engadget.com/ice-spent-825k-this-year-on-vehicles-with-imsi-catchers-182947167.html?src=rss	2025/10/07
This Ninja dual-zone air fryer is 30 percent off for Prime Day	https://www.engadget.com/deals/this-ninja-dual-zone-air-fryer-is-30-percent-off-for-prime-day-110026266.html?src=rss	2025/10/07
Mastodon is adding Bluesky-like starter packs	https://www.engadget.com/social-media/mastodon-is-adding-bluesky-like-starter-packs-182014446.html?src=rss	2025/10/07
Meta makes Facebook Reels more like their Instagram counterparts	https://www.engadget.com/social-media/meta-makes-facebook-reels-more-like-their-instagram-counterparts-180822646.html?src=rss	2025/10/07
Steam is back online after outage	https://www.engadget.com/gaming/pc/steam-is-back-online-after-outage-170514965.html?src=rss	2025/10/07
This Prime Day iPad deal brings the iPad A16 down to a record low for Amazon's October sale	https://www.engadget.com/deals/this-prime-day-ipad-deal-brings-the-ipad-a16-down-to-a-record-low-for-amazons-october-sale-082743171.html?src=rss	2025/10/07
The Sony WH-1000XM6 headphones are $20 off for Prime Day	https://www.engadget.com/deals/the-sony-wh-1000xm6-headphones-are-20-off-for-prime-day-094527714.html?src=rss	2025/10/07
The Sonos Era 100 speaker is down to $179 for Prime Day	https://www.engadget.com/deals/the-sonos-era-100-speaker-is-down-to-179-for-prime-day-103041817.html?src=rss	2025/10/07
The Apple Watch Series 10 is cheaper than ever for Prime Day	https://www.engadget.com/deals/the-apple-watch-series-10-is-cheaper-than-ever-for-prime-day-091521402.html?src=rss	2025/10/07
This Dyson cordless vacuum is 44 percent off for Prime Day	https://www.engadget.com/deals/this-dyson-cordless-vacuum-is-44-percent-off-for-prime-day-090036877.html?src=rss	2025/10/07
California bans loud commercials on streaming platforms	https://www.engadget.com/big-tech/california-bans-loud-commercials-on-streaming-platforms-155809660.html?src=rss	2025/10/07
PowerWash Simulator 2 arrives on October 23	https://www.engadget.com/gaming/powerwash-simulator-2-arrives-on-october-23-154854867.html?src=rss	2025/10/07
Prime Day deals include the Google Pixel 9a for a new record low, plus discounts on Pixel 10 phones	https://www.engadget.com/deals/prime-day-deals-include-the-google-pixel-9a-for-a-new-record-low-plus-discounts-on-pixel-10-phones-120044715.html?src=rss	2025/10/07
Xbox Game Pass Ultimate is still $20 a month if you buy pre-paid codes	https://www.engadget.com/gaming/xbox/xbox-game-pass-ultimate-is-still-20-a-month-if-you-buy-pre-paid-codes-222333122.html?src=rss	2025/10/07
OpenAI has disrupted (more) Chinese accounts using ChatGPT to create social media surveillance tools	https://www.engadget.com/ai/openai-has-disrupted-more-chinese-accounts-using-chatgpt-to-create-social-media-surveillance-tools-142538093.html?src=rss	2025/10/07
Vampire Survivors will soon offer online co-op	https://www.engadget.com/gaming/vampire-survivors-will-soon-offer-online-co-op-141430146.html?src=rss	2025/10/07
Nintendo just released a mysterious animated short	https://www.engadget.com/entertainment/nintendo-just-released-a-mysterious-animated-short-140749774.html?src=rss	2025/10/07
Prime Day Apple deals include a four-pack of AirTags for a record-low price	https://www.engadget.com/deals/prime-day-apple-deals-include-a-four-pack-of-airtags-for-a-record-low-price-143112775.html?src=rss	2025/10/07
Prime Day Apple deals include the AirPods 4 for only $90	https://www.engadget.com/deals/prime-day-apple-deals-include-the-airpods-4-for-only-90-130033004.html?src=rss	2025/10/07
DJI's tiny but powerful Neo drone drops to just $159 for Prime Day	https://www.engadget.com/cameras/the-dji-neo-drone-drops-to-only-159-for-prime-day-075559142.html?src=rss	2025/10/07
Supreme Court denies Google's request to pause Play Store changes while it appeals Epic case	https://www.engadget.com/big-tech/supreme-court-denies-googles-request-to-pause-play-store-changes-while-it-appeals-epic-case-121502132.html?src=rss	2025/10/07
The Morning After: The best Amazon Prime Day deals so far	https://www.engadget.com/general/the-morning-after-the-best-amazon-prime-day-deals-so-far-111603431.html?src=rss	2025/10/07
One of our favorite slim Anker MagSafe power banks is down to a record low for Prime Day	https://www.engadget.com/deals/one-of-our-favorite-slim-anker-magsafe-power-banks-is-down-to-a-record-low-for-prime-day-121512227.html?src=rss	2025/10/07
Anker's latest Prime charging devices are up to 27 percent off for Prime Day	https://www.engadget.com/deals/ankers-latest-prime-charging-devices-are-up-to-27-percent-off-for-prime-day-152040343.html?src=rss	2025/10/07
Get 40 percent off this Roomba robot vacuum for Prime Day	https://www.engadget.com/deals/get-40-percent-off-this-roomba-robot-vacuum-for-prime-day-164953827.html?src=rss	2025/10/07
‘Sinners’ Wants to Be Invited in for This Year’s Must-Have Halloween Movie Costumes	https://gizmodo.com/sinners-wants-to-be-invited-in-for-this-years-must-have-halloween-movie-costumes-2000669246	2025/10/08
Paizo’s ‘Starfinder’ Will Become a Fully Funded Video Game	https://gizmodo.com/paizos-starfinder-will-become-a-fully-funded-video-game-2000667744	2025/10/07
Listeria Alert Issued for Hello Fresh Meals	https://gizmodo.com/listeria-alert-issued-for-hello-fresh-meals-2000669138	2025/10/07
This Retro Trailer Shows the Love ‘Tron: Ares’ Has for the ’80s	https://gizmodo.com/this-retro-trailer-shows-the-love-tron-ares-has-for-the-80s-2000669146	2025/10/07
OpenAI Gives Us a Glimpse of How It Monitors for Misuse on ChatGPT	https://gizmodo.com/openai-gives-us-a-glimpse-of-how-it-monitors-for-misuse-on-chatgpt-2000669012	2025/10/07
You Really Can Get an Color E Ink Device In Any Size at This Point	https://gizmodo.com/you-really-can-get-an-color-e-ink-device-in-any-size-at-this-point-2000669058	2025/10/07
Apple’s ‘Find My’ Leads Cops to Cache of Thousands of Smuggled iPhones	https://gizmodo.com/apples-find-my-leads-cops-to-cache-of-thousands-of-smuggled-iphones-2000669009	2025/10/07
‘Vinland Saga’ Creator Makoto Yukimura Looks Back on Writing His Pacifist Viking Epic	https://gizmodo.com/vinland-saga-creator-makoto-yukimura-looks-back-on-writing-his-pacifist-viking-epic-2000664303	2025/10/07
Scientists Just Discovered an Exotic New Element in Apollo-Era Moon Dust	https://gizmodo.com/scientists-just-discovered-an-exotic-new-element-in-apollo-era-moon-dust-2000669057	2025/10/07
Tesla’s New Affordable Models Are Not New	https://gizmodo.com/teslas-new-affordable-models-are-not-new-2000668509	2025/10/07
Godzilla Has Stomped Into the Popcorn Bucket Wars	https://gizmodo.com/alamo-drafthouse-godzilla-popcorn-bucket-price-release-date-2000668918	2025/10/07
Scientists Prove That Human Gut Bacteria Can Survive a Trip to Space Without Us	https://gizmodo.com/scientists-prove-that-human-gut-bacteria-can-survive-a-trip-to-space-without-us-2000668819	2025/10/07
5 Things ‘Castle Rock’ Got Perfectly Right in Expanding Stephen King’s World	https://gizmodo.com/5-things-castle-rock-got-perfectly-right-in-expanding-stephen-kings-world-2000667887	2025/10/07
The Real Reason You Might Be Unable to Tag Portland on TikTok During Trump’s Invasion	https://gizmodo.com/the-real-reason-you-might-be-unable-to-tag-portland-on-tiktok-during-trumps-invasion-2000668903	2025/10/07
Disney Is All in on Its Next Big Franchise, ‘Impossible Creatures’	https://gizmodo.com/disney-is-all-in-on-its-next-big-franchise-impossible-creatures-2000668912	2025/10/07
Jeff Bezos Has a Plan to Curb AI’s Carbon Footprint: Send Data Centers to Space	https://gizmodo.com/jeff-bezos-has-a-plan-to-curb-ais-carbon-footprint-send-data-centers-to-space-2000668833	2025/10/07
Please Stop Sending Robin Williams’s Daughter AI Videos of Her Dad	https://gizmodo.com/please-stop-sending-robin-williamss-daughter-ai-videos-of-her-dad-2000668887	2025/10/07
RFK’s New CDC Chief Wants to Break Up the MMR Vaccine. Here’s Why That’s Such an Awful Idea	https://gizmodo.com/rfks-new-cdc-chief-wants-to-break-up-the-mmr-vaccine-heres-why-thats-such-an-awful-idea-2000668762	2025/10/07
‘The Toxic Avenger’ Has Helped Eliminate Over $15 Million in Medical Debt	https://gizmodo.com/toxic-avenger-fundraiser-medical-debt-2000668492	2025/10/07
Can Smart Glasses Save AI Gadgets From Certain Doom?	https://gizmodo.com/can-smart-glasses-save-ai-gadgets-from-certain-doom-2000668746	2025/10/07
Tesla Shanghai Model YL Factory – 95% Robotic for 2.5 Hour Construction -4X Faster Than Other Tesla Cars	https://www.nextbigfuture.com/2025/10/tesla-shanghai-model-yl-factory-95-robotic-for-2-5-hour-construction-4x-faster-than-other-tesla-cars.html	2025/10/08
Tesla Gigaberlin Factory in 2025	https://www.nextbigfuture.com/2025/10/tesla-gigaberlin-factory-in-2025.html	2025/10/08
Tesla FSD 14.1 Gamechangning Parking Solutions	https://www.nextbigfuture.com/2025/10/tesla-fsd-14-1-gamechangning-parking-solutions.html	2025/10/07
AMD and OpenAI Deal – AMD CEO Says AI is Bigger Than Most People Think	https://www.nextbigfuture.com/2025/10/amd-and-openai-deal-amd-ceo-says-ai-is-bigger-than-most-people-think.html	2025/10/07
Tesla Release FSD 14.1 With New Features Like Garage Parking and Emergency Vehicle Response	https://www.nextbigfuture.com/2025/10/tesla-release-fsd-14-1-with-new-features-like-garage-parking-and-emergency-vehicle-response.html	2025/10/07
